-3552,-15704,-344,3296,-14760,5216,1496,-14556,7152,5544,-13740,9352,4472,-14996,5008,up all
-3236,-15648,-560,3336,-14688,5144,1296,-14424,7700,5564,-13632,9488,4468,-15076,4724,up all
-3396,-15808,-756,3368,-14604,5200,1452,-14396,7480,5580,-13656,9484,4400,-15040,5172,up all
-3356,-15616,-344,3440,-14620,4820,1284,-14464,7272,5712,-13812,9516,4316,-15052,4860,up all
-3264,-15568,-608,3332,-14732,4868,1252,-14420,7524,5516,-13956,9080,4656,-15084,5292,up all
-3292,-15552,-208,3432,-14692,5016,1388,-14500,7172,5572,-13848,9288,4452,-15028,4796,up all
-3772,-15688,-136,3332,-14604,5272,1416,-14404,7920,5700,-13720,9532,4520,-15024,4896,up all
-3292,-15752,-504,3396,-14668,4976,1356,-14476,7552,5708,-13804,9296,4272,-15084,4824,up all
-3452,-15644,-468,3368,-14608,5096,1396,-14384,7284,5612,-13828,9220,4420,-15052,5104,up all
-3408,-15652,-484,3224,-14708,4952,1260,-14592,7064,5536,-13876,9096,4368,-15064,5068,up all
-3424,-15652,-316,3364,-14668,5380,1324,-14500,7392,5488,-13736,9372,4508,-14980,4960,up all
-3768,-15772,-308,3136,-14632,5404,1388,-14380,7660,5672,-13692,9240,4520,-15088,4600,up all
-3368,-15656,-600,3236,-14728,4888,1288,-14584,7336,5452,-13728,9568,4428,-15136,4816,up all
-3624,-15648,-376,3412,-14676,5156,1324,-14548,7252,5624,-13824,9028,4580,-15052,5012,up all
-3480,-15764,-648,3256,-14732,5068,1472,-14468,7596,5496,-13632,9584,4520,-14896,4884,up all
-3532,-15568,-428,3308,-14592,5340,1412,-14400,7300,5568,-13760,9432,4640,-14944,4996,up all
-3128,-15616,-372,3368,-14708,5060,1384,-14508,7456,5468,-13772,9588,4488,-14996,4840,up all
-3468,-15704,-580,3308,-14580,5012,1324,-14536,7020,5728,-13744,9400,4428,-15080,4848,up all
-3404,-15632,-712,3116,-14724,4940,1352,-14488,7332,5580,-13960,8956,4244,-15056,4552,up all
-3364,-15588,-612,3196,-14776,4760,1228,-14496,7372,5524,-13832,9496,4552,-15000,4852,up all
-3408,-15624,-572,3348,-14672,5248,1264,-14560,7296,5776,-13784,9436,4340,-14880,4948,up all
-3524,-15612,-580,3372,-14680,5336,1264,-14416,7704,5592,-13756,9516,4632,-15020,5068,up all
-3364,-15608,-584,3352,-14724,5432,1372,-14468,7748,5684,-13724,9360,4348,-14944,5060,up all
-3236,-15616,-892,3340,-14672,5240,1316,-14516,7440,5484,-13816,9412,4408,-15052,4800,up all
-3464,-15780,-492,3320,-14716,5144,1440,-14460,7544,5400,-13692,9740,4424,-15056,5032,up all
-3556,-15516,-420,3312,-14608,5404,1400,-14552,7812,5760,-13504,9788,4496,-15080,5052,up all
-3268,-15640,-580,3348,-14536,5376,1312,-14336,7660,5668,-13724,9796,4484,-15004,5036,up all
-3304,-15504,-480,3344,-14800,5340,1276,-14516,7380,5516,-13796,9420,4340,-15012,4904,up all
-3312,-15652,-584,3188,-14748,4996,1352,-14624,7276,5632,-13756,9340,4272,-15060,4748,up all
-3344,-15716,-592,3224,-14744,5080,1512,-14472,7436,5676,-13800,9268,4336,-15112,5288,up all
-3320,-15692,-588,3264,-14636,4992,1304,-14448,7304,5672,-13784,9264,4536,-15008,5000,up all
-3428,-15804,-628,3176,-14636,5324,1432,-14428,7504,5684,-13560,9620,4480,-14944,5032,up all
-3412,-15656,-716,3028,-14616,5444,1332,-14312,7820,5636,-13692,9488,4460,-15092,4932,up all
-3320,-15624,-544,3316,-14732,5108,1308,-14372,7572,5720,-13788,9444,4404,-15076,4940,up all
-3176,-15668,-412,3336,-14600,5168,1392,-14324,7924,5616,-13716,9340,4324,-15120,5044,up all
-3264,-15628,-576,3384,-14616,4992,1472,-14440,7776,5592,-13736,9328,4152,-15068,4828,up all
-3416,-15584,-712,3168,-14776,5400,1592,-14404,7660,5600,-13676,9424,4524,-15064,5116,up all
-4012,-15648,16,3288,-14572,5348,1512,-14288,7724,5780,-13692,9404,4180,-15052,4664,up all
-3212,-15612,-816,3316,-14728,5028,1348,-14360,7524,5508,-13772,9248,4400,-15024,5064,up all
-3596,-15712,-388,3368,-14692,4928,1388,-14540,7304,5720,-13708,9296,4276,-15120,4800,up all
-3324,-15476,-608,3180,-14696,4840,1336,-14312,7956,5620,-13608,9408,4408,-15028,4960,up all
-3480,-15600,-464,3360,-14680,5324,1496,-14432,7592,5696,-13896,9256,4284,-15020,5080,up all
-3468,-15640,-660,3104,-14728,5192,1400,-14340,8084,5708,-13540,9832,4592,-15080,4916,up all
-3552,-15760,-540,3372,-14512,5220,1572,-14420,7664,5648,-13672,9580,4484,-14928,4972,up all
-3456,-15604,-528,3276,-14536,5460,1460,-14344,7788,5612,-13580,9820,4480,-14980,4880,up all
-3480,-15584,-572,3204,-14628,5316,1428,-14340,7788,5692,-13796,9024,4468,-14984,4712,up all
-3508,-15540,-672,3276,-14680,5452,1408,-14412,7668,5660,-13616,9584,4388,-15048,5112,up all
-3516,-15680,-316,3368,-14696,5404,1448,-14340,7600,5740,-13636,9132,4420,-15064,4900,up all
-3180,-15664,-756,3244,-14612,5304,1452,-14296,7720,5648,-13532,10040,4340,-15020,5056,up all
-3504,-15660,-412,3300,-14744,5276,1576,-14340,7920,5640,-13568,9716,4380,-15028,5308,up all
-3612,-15632,-336,3292,-14548,5440,1356,-14240,7936,5596,-13516,9592,4412,-14912,5172,up all
-3404,-15608,-552,3360,-14576,5360,1628,-14320,7860,5644,-13616,9396,4304,-14980,5064,up all
-3568,-15632,-800,3352,-14692,5116,1544,-14240,7844,5600,-13612,9756,4340,-15084,5012,up all
-3468,-15592,-700,3228,-14724,5252,1456,-14364,7732,5608,-13680,9272,4512,-14992,5004,up all
-3316,-15648,-680,3184,-14748,5088,1424,-14280,7752,5540,-13804,9692,4392,-15088,4904,up all
-3396,-15652,-660,3172,-14640,5596,1540,-14208,8204,5608,-13540,9892,4456,-14980,5124,up all
-3444,-15572,-328,3152,-14480,5792,1664,-14148,8172,5716,-13516,9940,4460,-14968,5348,up all
-3524,-15628,-188,3316,-14524,5432,1552,-14268,7836,5732,-13552,9896,4480,-15036,4724,up all
-3468,-15740,-484,3164,-14660,5784,1500,-14220,7880,5764,-13564,9516,4432,-15092,5004,up all
-3336,-15664,-776,3164,-14680,5176,1380,-14404,7936,5736,-13684,9420,4260,-15080,4968,up all
-3504,-15764,-632,3220,-14592,5704,1368,-14268,7912,5640,-13676,9748,4184,-15040,5436,up all
-3524,-15584,-776,3408,-14568,5432,1496,-14268,8220,5632,-13576,9896,4236,-15108,4940,up all
-3356,-15660,-972,3296,-14584,5012,1356,-14472,7428,5636,-13732,9764,4240,-15152,4952,up all
-3604,-15704,-548,3272,-14556,5388,1888,-13804,8948,5732,-13508,10152,4360,-15036,5208,up all
-3124,-15644,-608,3280,-14636,4980,1472,-14380,7596,5572,-13752,9400,4292,-15092,4972,up all
-3352,-15624,-664,3304,-14736,4976,1524,-14420,7840,5544,-13700,9716,4292,-14948,5140,up all
-3216,-15692,-668,3436,-14564,5344,1608,-14252,7596,5648,-13576,9644,4488,-15140,4812,up all
-3316,-15652,-812,3352,-14612,5184,1536,-14348,7528,5532,-13764,9288,4264,-14924,4848,up all
-3416,-15632,-680,3328,-14736,5108,1464,-14296,7820,5544,-13708,9428,4196,-15076,4912,up all
-3368,-15588,-752,3332,-14728,5092,1576,-14332,8084,5708,-13744,9512,4324,-15072,4904,up all
-3136,-15612,-760,3256,-14632,5344,1440,-14388,7780,5812,-13692,9648,4316,-15108,4832,up all
-3412,-15716,-712,3488,-14752,4808,1532,-14516,7276,5676,-13952,9028,4100,-15176,4340,up all
-3180,-15656,-1000,3472,-14684,4952,1608,-14464,7308,5688,-13868,9212,4316,-15244,4404,up all
-3104,-15740,-1040,3496,-14800,5052,1560,-14688,6544,5552,-13992,8704,4188,-15360,4300,up all
-3412,-15836,-696,3380,-14844,4956,1396,-14412,7388,5840,-13920,8948,4356,-15264,4280,up all
-3016,-15776,-1120,3452,-14848,4704,1428,-14600,7044,5844,-13960,8836,4316,-15336,4256,up all
-3956,-16184,-1032,3800,-14896,4560,1944,-14996,5896,6880,-13804,7620,4148,-15592,2088,up all
-2392,-16132,-2696,4420,-14720,1592,1600,-15048,6232,7280,-13756,8640,4472,-15312,3964,up all

-5380,1924,13452,1532,2656,17148,1096,3548,16532,-1364,2440,17888,1068,3736,14768,straight front side
-9484,3108,10948,740,1224,15504,440,3112,16564,-5008,4768,18424,2640,4144,14488,straight front side
-9564,4800,10560,-1824,2628,14928,-3288,2648,17280,-100,1828,18296,616,2284,14860,straight front side
-13016,4356,9424,344,2172,15692,5016,2864,15100,-1312,2644,17376,3636,4340,14440,straight front side
-9364,3552,11320,704,2528,15320,2580,3260,16192,952,2884,17556,2612,3364,14764,straight front side
-9520,3632,10964,2504,2992,14748,1924,2960,16144,-192,2852,17888,2628,3960,14624,straight front side
-10560,3152,10028,1628,3584,14716,2308,4056,16360,-64,3292,17824,2248,4104,14540,straight front side
-10580,3116,9996,1620,3868,14692,2756,3628,15816,-124,2988,17788,2716,3972,14700,straight front side
-10444,3124,10092,1420,3716,14844,2696,3732,15980,308,3496,17824,2532,3804,14576,straight front side
-10540,3236,10008,1240,3492,14820,2596,3904,16060,172,3372,17896,2224,3788,14656,straight front side
-10528,3052,10260,2484,3852,14664,1900,3268,16072,-1372,1872,17816,1364,3460,14784,straight front side
-10168,3128,10564,1648,3228,14988,4188,3424,16296,-700,2660,17828,1908,3956,14924,straight front side
-10544,3224,10220,1784,3432,14708,2504,3364,16208,-1036,2496,17748,2144,3836,14840,straight front side
-10240,3644,10140,1724,3516,14980,2256,3560,16052,-820,2464,18048,2200,3744,14696,straight front side
-10024,3072,10372,1952,3264,14828,2600,3296,15948,-1096,2376,17824,1480,3660,14816,straight front side
-10296,2716,10276,1672,3372,14888,1996,3204,16100,-1516,1556,18084,1652,2940,14928,straight front side
-10396,3072,10188,1844,3240,14816,1852,3204,16204,-1588,1316,18056,2172,3268,14860,straight front side
-10540,3088,10092,1860,3140,14912,1824,3060,16132,-1192,1676,17976,2316,3208,14844,straight front side
-10564,3240,10036,1736,3264,14864,1828,2756,16188,-1080,1804,17984,2604,3552,14668,straight front side
-10300,3392,10172,2032,2936,14880,1796,3140,16160,-1096,2112,17900,2508,3588,14668,straight front side
-10004,3232,10480,1908,3192,15028,1964,3172,16128,-900,2212,17892,2520,3636,14820,straight front side
-10144,3420,10308,1944,3128,15024,2044,3240,16120,-820,2308,17884,2316,3624,14764,straight front side
-10012,3380,10596,2084,3092,14984,2240,2756,16176,-656,1592,17896,3052,2984,14724,straight front side
-9976,3436,10568,2232,2968,14956,1864,2764,16132,-844,1904,17960,3028,3244,14776,straight front side
-9868,3388,10476,2036,3024,14924,1928,2832,16384,-980,1880,17988,2540,3168,14668,straight front side
-9872,3188,10632,2196,2936,14836,1804,2832,16388,-1080,1624,17800,3048,3284,14764,straight front side
-9916,3112,10668,2024,2828,14820,1768,2824,16228,-940,1728,17980,2884,3164,14740,straight front side
-9752,3100,10784,1980,2960,14992,1872,2788,16248,-936,1732,17932,2924,3368,14736,straight front side
-9704,3220,10740,1912,2860,14980,1900,2804,16260,-740,2004,17984,3052,3448,14628,straight front side
-9752,3116,10752,1928,2776,14984,1732,2844,16120,-900,1920,17944,2984,3384,14628,straight front side
-9804,3324,10732,1964,3036,15056,1960,2836,16176,-832,1736,18000,3060,3480,14576,straight front side
-9676,3360,10640,1864,2772,14916,2020,2872,16208,-716,2280,18160,2960,3272,14752,straight front side
-9680,3456,10708,1988,2988,14900,1972,2876,16156,-592,2268,18016,3068,3568,14648,straight front side
-9604,3368,10664,2056,2984,14996,2080,2888,16088,-684,2268,18160,3016,3492,14740,straight front side
-9792,3348,10820,1920,3064,14968,1888,2824,16272,-572,2300,17940,2960,3440,14620,straight front side
-9872,3352,10624,1940,3024,14880,1980,2928,16204,-628,2368,17960,3188,3396,14732,straight front side
-9900,3332,10808,2020,3064,14856,1940,2868,16084,-584,2360,17796,3024,3380,14752,straight front side
-10004,3332,10572,2036,3056,14784,1944,2904,16224,-552,2444,17860,3052,3512,14788,straight front side
-9876,3316,10704,2056,3096,14912,2004,3140,16264,-460,2436,17856,3184,3496,14760,straight front side
-9812,3404,10688,1984,3052,15036,1960,2940,16184,-436,2432,18028,3104,3548,14752,straight front side
-9768,3492,10668,2028,3084,15036,2116,3072,16140,-432,2600,17980,3236,3536,14644,straight front side
-9832,3348,10644,2060,3084,14680,2156,3092,16200,-396,2548,17924,3152,3468,14552,straight front side
-9668,3520,10648,1752,3128,15080,2012,3100,16224,-572,2456,17808,3100,3624,14740,straight front side
-9740,3384,10508,1804,3164,14952,1928,2944,16116,-524,2556,17836,3244,3632,14464,straight front side
-9856,3360,10676,1896,3088,14968,2124,3104,16120,-500,2420,17940,3156,3600,14632,straight front side
-9932,3504,10660,1968,3004,14868,1980,3052,16160,-656,2512,17952,3172,3644,14712,straight front side
-9828,3352,10740,1812,3140,14928,1896,2996,16208,-548,2596,17920,3084,3628,14504,straight front side
-9816,3372,10700,1936,3100,14864,1932,3132,16144,-480,2536,17932,3112,3656,14600,straight front side
-9872,3324,10824,1840,3144,14996,1964,3100,16256,-504,2616,18016,3132,3600,14620,straight front side
-9740,3336,10648,1704,2832,14996,2096,2944,16192,-636,2552,18076,3052,3532,14656,straight front side
-9788,3356,10676,1920,3168,14920,1892,3228,16248,-624,2500,17860,3076,3636,14580,straight front side
-9864,3304,10584,1852,3336,15496,2140,3108,16124,-596,2616,18024,3108,3296,14648,straight front side
-9784,3184,10896,1856,3120,15044,1856,3040,16208,-372,2552,17792,3312,3508,14628,straight front side
-9856,3000,10756,1796,3184,15016,2004,3220,16168,-532,2400,17836,3376,3572,14672,straight front side
-9692,3028,10692,1864,3024,15000,2000,3004,16096,-372,2492,17772,3360,3592,14720,straight front side
-9752,3136,10732,1920,3184,14868,2000,3100,16224,-476,2604,17952,3516,3616,14704,straight front side
-9844,3160,10756,1848,3220,14936,2008,3192,16136,-216,2756,18068,3504,3564,14600,straight front side
-9892,3036,10836,1884,3168,14884,1964,3128,16220,-292,2640,17936,3648,3660,14620,straight front side
-9920,3116,10644,1940,3088,14996,2068,3120,16156,-424,2736,18024,3480,3548,14576,straight front side
-9952,3064,10748,1864,3232,14916,2064,3108,16136,-384,2740,17924,3600,3684,14580,straight front side
-9868,3096,10612,1764,3264,14768,1960,3112,16196,-424,2572,17916,3588,3604,14628,straight front side
-10040,2984,10808,1588,3288,14824,2084,3080,15768,-660,2348,17832,3292,3420,14604,straight front side
-9976,3000,10640,1704,3412,14844,1964,3276,15992,-456,2388,17996,3404,3356,14644,straight front side
-9896,3016,10716,1668,3424,14844,2004,3232,16172,-488,2304,18116,3432,3472,14572,straight front side
-9952,3024,10744,1736,3304,14884,1932,3120,16272,-620,2160,17908,3424,3316,14800,straight front side
-9836,3028,10648,1624,3300,14916,1896,3292,16220,-504,2412,17868,3432,3496,14672,straight front side
-9976,2928,10788,1780,3348,14804,2008,3204,16104,-528,2384,18004,3716,3432,14616,straight front side
-9872,2972,10628,1624,3404,14912,1976,3192,16232,-436,2492,18004,3660,3488,14532,straight front side
-9836,3040,10700,1728,3260,14760,2064,3128,16072,-476,2656,18028,3612,3552,14728,straight front side
-9928,3028,10632,1812,3392,14900,1892,3212,16152,-176,2760,17888,3652,3548,14488,straight front side
-9844,3056,10732,1744,3380,14880,2120,3212,16212,-200,2680,18040,3660,3404,14592,straight front side
-9912,3108,10580,1672,3440,14836,2068,3188,16272,-32,2860,17764,3796,3552,14532,straight front side
-9976,3076,10676,1708,3332,14880,2208,3188,16024,-332,2756,17756,3872,3572,14568,straight front side
-9900,3108,10708,1700,3412,14844,2112,3248,15992,-216,2940,17764,3740,3632,14492,straight front side
-9968,3020,10688,1844,3468,14812,2052,3256,16080,-440,3036,18076,3780,3672,14616,straight front side
-9872,3092,10636,1812,3600,14776,2176,3172,16112,-280,2892,17848,3856,3800,14504,straight front side
-9912,2856,10628,1580,3424,14808,2264,3380,16052,-116,2896,17804,3820,3832,14588,straight front side
-9740,2996,10816,1560,3368,14756,2072,3412,16172,-132,2912,17880,3600,3612,14528,straight front side
-9876,3104,10680,1704,3440,14808,2004,3440,16056,96,3024,17732,3780,3688,14580,straight front side
-9896,3044,10756,1812,3468,14776,2264,3360,16096,0,2896,17900,3928,3712,14612,straight front side
-9748,3108,10672,1788,3456,15008,2168,3252,16060,-60,2984,17660,3824,3676,14516,straight front side
-9880,3052,10548,1628,3604,14840,2248,3316,16176,20,3076,18048,3996,3652,14364,straight front side
-9832,2980,10712,1620,3596,14816,2196,3388,16156,284,3120,17912,4012,3916,14444,straight front side
-9808,3120,10820,1716,3580,14740,2428,3504,16116,212,3284,17880,4068,3852,14268,straight front side
-9872,3108,10656,1640,3564,14864,2280,3536,16096,84,3220,17780,4208,3768,14312,straight front side
-9876,3164,10804,1796,3628,14884,2320,3484,16064,264,3156,17996,3932,3760,14400,straight front side
-9968,3120,10540,1900,3620,14888,2268,3444,16048,68,3176,17860,4036,3656,14424,straight front side
-9996,3196,10580,1720,3588,14788,2356,3348,16112,136,3312,17812,3848,3776,14316,straight front side
-9768,3076,10628,1676,3700,14896,1508,3388,16188,216,2980,17692,4016,3724,14532,straight front side
-9880,3072,10768,1828,3468,14780,2456,3452,15972,-12,3076,17748,3872,3768,14304,straight front side
-9872,3228,10772,1572,3556,14780,2388,3380,16064,180,3264,17916,3856,3776,14484,straight front side
-9888,3180,10676,1752,3560,14756,2356,3440,15940,-32,3232,17820,3724,3648,14596,straight front side
-9880,3148,10772,1876,3632,14896,2224,3448,16024,196,3216,17968,3964,3804,14412,straight front side
-9900,3080,10624,1768,3696,14720,2300,3404,16120,76,3276,17876,3928,3832,14464,straight front side
-9880,3120,10620,1780,3584,14964,2280,3440,16048,240,3228,17840,3900,3836,14564,straight front side
-9764,3212,10684,1772,3652,14716,2356,3460,16012,168,3348,17808,3948,3732,14504,straight front side
-9868,3096,10740,1748,3620,14880,2496,3504,15920,148,3300,18012,4092,3768,14304,straight front side
-9824,3176,10660,1940,3540,14784,2452,3440,15892,244,3284,17840,3944,3836,14436,straight front side
-9884,3084,10860,1740,3688,14868,2412,3460,15864,176,3240,17828,3936,3816,14436,straight front side
-9752,3080,10676,1820,3688,14756,2460,3564,16076,420,3320,17680,3972,3760,14464,straight front side

5952,16488,-2652,-2008,15220,-4760,4220,16720,-3444,340,15436,-1964,2796,15520,-6024,all down
4428,15836,-3688,-664,15944,-4852,3380,16564,-3316,732,16264,-172,3788,15632,-4804,all down
4320,16344,-2820,-804,15972,-4524,3420,15932,-3196,528,16016,-640,3448,15420,-5184,all down
4684,15908,-3160,-732,15648,-4952,3612,15964,-3548,868,15880,-1044,2952,15556,-5340,all down
4124,16072,-2268,-536,15664,-5364,3660,15584,-3984,584,16072,-1968,3200,15200,-6112,all down
6060,15712,-3856,-572,15056,-6428,3056,15724,-5372,1160,16820,-1580,3088,14612,-7708,all down
5684,15304,-4184,-1512,14896,-6748,3316,16108,-5240,164,15336,-2500,2040,15444,-6792,all down
4352,16360,-3424,-1328,14256,-7128,3640,16116,-4208,-668,15712,-1968,3268,15356,-6800,all down
4580,15800,-3596,-1332,15536,-6384,2772,15836,-4556,-168,15680,-2116,2104,15264,-6636,all down
5556,15884,-4452,-1912,15400,-5936,2376,15580,-4688,-448,15608,-2208,2320,15284,-6856,all down
4720,15872,-4200,-1784,15636,-5780,2624,15668,-4596,-716,15632,-1892,2500,15348,-6212,all down
5000,15916,-4552,-1624,15612,-5888,2524,15724,-4656,-432,15720,-1752,2592,15276,-6080,all down
4852,15916,-4512,-1664,15608,-5916,2488,15720,-4804,-568,15720,-2100,2304,15248,-6092,all down
4760,15920,-4444,-1608,15528,-6144,2680,15788,-4636,-488,15700,-2028,2460,15244,-6072,all down
4832,15916,-4552,-1564,15404,-6076,2432,15792,-4772,-424,15588,-2144,2316,15232,-6356,all down
4800,15824,-4772,-1632,15448,-5948,2388,15600,-4932,-432,15652,-1916,2476,15372,-6192,all down
4808,15876,-4656,-1728,15492,-6012,2536,15824,-4816,-388,15628,-2000,2428,15232,-6140,all down
4852,15836,-4728,-1688,15332,-6128,2524,15684,-4720,-360,15668,-2004,2412,15268,-6032,all down
4556,15796,-4644,-1728,15448,-6108,2396,15760,-4924,-704,15492,-2320,2388,15304,-6356,all down
4664,16024,-4820,-1752,15524,-6020,2300,15816,-5028,-728,15536,-2016,2228,15236,-6316,all down
4472,15872,-4736,-1932,15416,-6232,2332,15640,-4828,-536,15712,-2156,2364,15364,-6032,all down
4952,15880,-5140,-1608,15452,-6268,2400,15752,-4884,-408,15520,-2120,2212,15184,-6056,all down
4956,15752,-4832,-1736,15384,-6240,2496,15768,-5008,-340,15616,-2076,2356,15176,-6180,all down
4596,15924,-4904,-1740,15404,-6248,2352,15584,-5068,-768,15636,-1312,2440,15228,-6256,all down
4784,15676,-5280,-1728,15276,-6596,2400,15492,-5220,-484,15556,-2296,2456,15204,-6348,all down
4880,15764,-4988,-1788,15352,-6684,2388,15452,-5264,-316,15712,-2168,2528,15428,-6316,all down
4764,15784,-5008,-1792,15272,-6524,2420,15636,-5100,-452,15600,-1932,2504,15332,-6288,all down
4584,15896,-4784,-1560,15552,-6412,2348,15668,-5172,-400,15644,-2076,2240,15432,-6252,all down
4984,15832,-4892,-1524,15216,-6424,2404,15616,-5144,-436,15672,-2220,2404,15288,-6244,all down
4804,15800,-5268,-1740,15384,-6388,2484,15500,-5384,-336,15740,-2348,2464,15264,-6424,all down
4992,15600,-5180,-1640,15196,-6564,2492,15580,-5240,-492,15536,-2116,2664,15364,-6276,all down
4652,15968,-4692,-1636,15356,-6832,2480,15624,-5368,-264,15572,-2172,2496,15348,-6224,all down
4700,15948,-4920,-1680,15216,-6476,2396,15532,-5448,-380,15620,-2144,2444,15396,-6192,all down
4772,15776,-4832,-1624,15284,-6736,2364,15512,-5524,-320,15664,-2196,2536,15232,-5996,all down
4692,15836,-5036,-1544,15260,-6456,2372,15588,-5424,-352,15616,-2176,2360,15240,-6120,all down
4644,15864,-4944,-1700,15244,-6680,2280,15596,-5576,-440,15532,-2328,2356,15396,-6112,all down
4652,15884,-4844,-1736,15188,-6548,2588,15412,-5472,-416,15724,-2164,2416,15308,-6096,all down
4972,15644,-5236,-1704,15156,-6596,2296,15508,-5220,-440,15596,-2296,2364,15380,-6304,all down
4552,15868,-5156,-1684,15216,-6796,2076,15604,-5568,-424,15628,-2180,2280,15404,-6160,all down
4468,15796,-4776,-1860,15284,-6896,2260,15644,-5424,-596,15548,-2312,2284,15140,-6344,all down
4512,15904,-4868,-1792,15252,-7020,2224,15648,-5368,-424,15508,-2324,2200,15312,-6136,all down
4716,15944,-4932,-1972,15192,-6548,2064,15564,-5392,-516,15632,-2376,2244,15304,-6156,all down
4484,15984,-4944,-1708,15384,-6436,2200,15512,-5488,-656,15544,-2204,2408,15260,-6148,all down
4536,15840,-4988,-1696,15316,-6756,2172,15544,-5588,-516,15560,-2268,2152,15364,-6100,all down
4736,15832,-4948,-1708,15180,-6624,2044,15456,-5516,-552,15572,-2260,2320,15296,-6000,all down
4632,15880,-5068,-1832,15136,-6700,1972,15504,-5660,-664,15596,-2380,2324,15304,-6124,all down
4680,15996,-5116,-1764,15376,-6640,2256,15584,-5696,-556,15616,-2196,2388,15404,-6160,all down
4620,15888,-5088,-1688,15260,-6648,2040,15416,-5720,-580,15596,-2320,2228,15260,-6264,all down
4632,15816,-5044,-2004,15180,-6524,2288,15596,-5564,-588,15592,-2360,2348,15348,-6020,all down
4608,15852,-5060,-1764,15264,-6908,2040,15436,-5660,-416,15664,-2424,2396,15224,-6208,all down
4640,15776,-4892,-1736,15216,-6740,2168,15416,-5792,-652,15596,-2392,2020,15168,-6208,all down
4684,15600,-5076,-1820,15228,-6712,2092,15392,-5692,-408,15708,-2280,2284,15324,-6292,all down
4752,15816,-5224,-1768,15060,-7100,2040,15376,-5880,-624,15068,-2688,2272,15364,-6212,all down
4680,15812,-4932,-1740,15196,-6916,2152,15532,-5752,-468,15628,-2368,2388,15256,-6048,all down
4868,15848,-4992,-1844,15180,-7256,2088,15364,-6004,-660,15512,-2504,2304,15256,-6372,all down
4784,15792,-5052,-1892,15084,-7120,2176,15320,-6092,-440,15460,-2596,2144,15128,-6732,all down
4556,15888,-5020,-1716,15024,-7184,2116,15344,-6052,-524,15460,-2684,2300,15304,-6428,all down
4644,15960,-4904,-1728,15040,-7212,2168,15296,-6204,-224,15324,-2700,2368,15216,-6460,all down
4476,15724,-5068,-1772,15064,-7480,2128,15264,-6340,-544,15592,-2696,2328,15272,-6320,all down
4700,15932,-4748,-1532,15040,-7260,2228,15164,-6344,-376,15432,-2856,2236,15096,-6292,all down
4492,15920,-4900,-1792,15064,-7300,2156,15204,-6288,-400,15460,-2668,2484,15200,-6148,all down
4568,15864,-4680,-1704,15076,-7396,2324,15396,-6272,-284,15340,-2832,2288,15188,-6440,all down
4648,15752,-5068,-1816,15036,-7348,2424,15156,-6344,-368,15540,-2820,2412,15216,-6196,all down
4392,16024,-4576,-1716,15004,-7584,2320,15136,-6384,-332,15256,-2880,2268,15180,-6284,all down
4736,15888,-5012,-1712,14936,-7336,2244,15136,-6452,-396,15512,-2860,2336,15152,-6252,all down
4492,15904,-4932,-1820,15016,-7568,2124,15056,-6428,-420,15404,-2700,2328,15208,-6492,all down
